MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
60.5	37	23.5	32	379	81.810127	46.420283	164	FR	5	21	25	37	47	59	101	133	243	271	629	NA	20-027-02719-GER2110547	NC001526.4:4774-6292
33	25	8	22	266	45.111498	27.84224	339	FR	13	15	17	17	17	43	103	137	209	235	353	NA	20-027-02719-GER2110547	NC001526.4:7124-7601
61	33	28	20	266	69.95	43.071295	260	FR	15	35	47	55	57	61	69	77	139	173	319	NA	20-027-02719-GER2110547	NC001526.4:7603-7900
26	26	1	20	28	25.25	2.632835	12	FR	1	1	1	1	3	3	5	5	13	13	13	NA	20-027-02719-GER2110547	X74477.1:109-559
47.5	27	8.5	22	56	42.25	14.518461	8	FR	3	5	17	19	19	19	41	41	51	51	51	NA	20-027-02719-GER2110547	X74477.1:5600-7109
24	24	0	24	33	24	0	6	FR	1	1	1	1	1	1	15	15	19	19	19	NA	20-027-02719-GER2110547	X74477.1:561-861
28	28	1	21	30	26.571429	2.476783	35	FR	1	1	3	3	3	5	7	9	11	11	15	NA	20-027-04124-GER2106983	J04353.1:107-557
23	23	0	21	37	22.85	0.48936	31	FR	1	1	1	1	1	3	3	17	23	25	29	NA	20-027-04124-GER2106983	J04353.1:5551-7066
26	25	1	22	28	25.647059	1.320094	17	FR	1	1	3	3	3	3	3	3	5	9	9	NA	20-027-04124-GER2106983	J04353.1:559-856
31	31	0	27	32	30.2	1.788854	6	FR	1	1	1	1	1	1	3	3	9	9	9	NA	20-027-04124-GER2106983	M12732.1:108-558
26	26	5	21	37	28.346154	5.098567	26	FR	1	1	3	11	11	13	13	15	17	19	23	NA	20-027-04124-GER2106983	M12732.1:5593-7093
26	26	0	25	26	25.833333	0.408248	6	FR	1	1	1	1	1	1	1	1	3	3	3	NA	20-027-04124-GER2106983	M12732.1:572-866
23	23	1	19	34	24.176638	3.057099	352	FR	1	1	1	3	3	5	7	7	13	17	21	NA	20-027-04124-GER2106983	NC001357.1:104-581
33.5	21	4	20	38	29.875	7.790791	8	FR	1	3	5	9	9	11	25	25	27	27	27	NA	20-027-04124-GER2106983	NC001357.1:5429-7136
26	26	1	18	36	25.210526	2.794615	646	FR	1	1	1	3	3	3	5	7	13	15	17	NA	20-027-04124-GER2106983	NC001357.1:589-907
25	25	0	20	35	24.581454	0.8187	1182	FR	1	1	1	1	1	3	5	7	13	13	13	NA	20-027-04124-GER2106983	NC001357.1:913-2887
51	28	21.5	28	218	70.85	56.233793	20	FR	3	9	17	33	43	45	47	81	163	319	335	NA	20-027-04124-GER2106983	NC001526.4:1-1950
27	27	1	19	210	26.837925	2.046454	642	FR	1	1	1	1	3	3	3	3	11	17	157	NA	20-027-04124-GER2106983	NC001526.4:1891-2989
26	25	1	21	165	25.854545	2.155254	73	FR	1	3	3	3	3	3	11	73	135	207	279	NA	20-027-04124-GER2106983	NC001526.4:2985-3237
45	49	8	25	155	49.075949	20.879859	82	FR	1	9	9	13	17	21	29	35	103	133	221	NA	20-027-04124-GER2106983	NC001526.4:4774-6292
28	25	3	22	411	27.961864	6.109865	332	FR	3	5	5	7	7	7	53	125	181	247	465	NA	20-027-04124-GER2106983	NC001526.4:7124-7601
33	33	3	20	288	31.930481	5.948749	244	FR	1	3	5	7	7	15	21	77	163	231	367	NA	20-027-04124-GER2106983	NC001526.4:7603-7900
27	26	2	20	119	27.5	5.996211	42	FR	1	3	3	3	3	7	15	41	89	123	185	NA	20-027-04124-GER2106983	X74477.1:109-559
47	31	16	27	102	47.222222	23.199018	9	FR	1	5	7	21	33	33	33	41	111	111	111	NA	20-027-04124-GER2106983	X74477.1:5600-7109
33	24	9	24	104	44.142857	28.162792	7	FR	1	1	11	11	19	19	19	41	143	143	143	NA	20-027-04124-GER2106983	X74477.1:561-861
28	28	1	22	31	27.842105	1.979426	19	FR	1	1	1	1	3	3	5	5	7	13	13	NA	20-027-04627-GER2110548	J04353.1:107-557
28.5	23	5	23	34	28.5	5.802298	4	FR	9	9	11	11	11	11	11	13	13	13	13	NA	20-027-04627-GER2110548	J04353.1:5551-7066
25	25	0	22	26	24.25	1.5	5	FR	1	1	1	1	1	1	3	3	7	7	7	NA	20-027-04627-GER2110548	J04353.1:559-856
32	32	1	26	37	31.818182	3.092513	11	FR	1	1	1	3	3	3	9	9	11	13	13	NA	20-027-04627-GER2110548	M12732.1:108-558
24	21	3	21	34	24.25	3.840573	12	FR	1	3	5	5	7	7	7	7	7	21	21	NA	20-027-04627-GER2110548	M12732.1:5593-7093
81	28	53	28	134	81	74.953319	2	FR	107	107	107	107	107	107	107	107	107	107	107	NA	20-027-04627-GER2110548	M12732.1:572-866
23	23	1	20	30	23.682759	2.496396	145	FR	1	1	3	3	3	5	7	7	11	13	15	NA	20-027-04627-GER2110548	NC001357.1:104-581
34	21	4	21	39	30.888889	7.6721	9	FR	1	1	3	7	9	11	27	27	27	27	27	NA	20-027-04627-GER2110548	NC001357.1:5429-7136
26	26	1	19	36	25.477509	2.044729	289	FR	1	1	1	1	3	3	3	3	7	11	15	NA	20-027-04627-GER2110548	NC001357.1:589-907
25	25	0	20	34	24.605072	0.852702	329	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-027-04627-GER2110548	NC001357.1:913-2887
29.5	28	1	28	34	30.25	2.629956	4	FR	1	1	3	3	3	3	3	11	11	11	11	NA	20-027-04627-GER2110548	NC001526.4:1-1950
23	27	4	19	28	23.575	3.42605	40	FR	1	3	7	7	9	9	9	9	9	11	11	NA	20-027-04627-GER2110548	NC001526.4:1891-2989
25.5	25	0.5	25	37	25.807692	0.938903	28	FR	1	1	1	1	1	3	5	5	5	21	25	NA	20-027-04627-GER2110548	NC001526.4:2985-3237
49	49	3.5	27	61	46.1875	8.989017	32	FR	1	1	3	5	7	21	25	25	25	45	45	NA	20-027-04627-GER2110548	NC001526.4:4774-6292
25	25	0	21	36	24.701493	1.015261	104	FR	1	1	1	1	1	3	3	5	7	9	11	NA	20-027-04627-GER2110548	NC001526.4:7124-7601
33	33	2	21	41	32.239437	4.800193	71	FR	1	1	1	3	5	7	9	17	19	19	25	NA	20-027-04627-GER2110548	NC001526.4:7603-7900
26	26	0	19	27	24.375	2.615203	9	FR	1	1	1	1	1	3	5	9	15	15	15	NA	20-027-04627-GER2110548	X74477.1:109-559
22	22	0	22	25	22	0	3	FR	1	1	1	1	1	1	7	7	7	7	7	NA	20-027-04627-GER2110548	X74477.1:5600-7109
25	24	1	24	26	25	1.414214	2	FR	3	3	3	3	3	3	3	3	3	3	3	NA	20-027-04627-GER2110548	X74477.1:561-861
28	28	1	22	30	26.164557	2.350288	79	FR	1	1	1	3	3	7	9	11	11	11	13	NA	20-028-01868-GER2106979	J04353.1:107-557
33	33	9	23	47	32.4	7.854025	15	FR	1	1	1	3	19	19	19	21	25	29	29	NA	20-028-01868-GER2106979	J04353.1:5551-7066
25	25	0	21	27	24.125	1.642081	10	FR	1	1	1	1	1	1	3	5	7	9	9	NA	20-028-01868-GER2106979	J04353.1:559-856
32	32	1	26	37	31.666667	2.834314	21	FR	1	1	1	3	3	3	7	9	11	13	13	NA	20-028-01868-GER2106979	M12732.1:108-558
26	26	2	21	37	25.62963	4.298015	27	FR	1	1	3	3	5	9	11	11	13	21	23	NA	20-028-01868-GER2106979	M12732.1:5593-7093
25	25	0	25	30	25	0	10	FR	1	1	1	1	1	1	3	3	5	11	11	NA	20-028-01868-GER2106979	M12732.1:572-866
23	23	1	19	34	24.174528	2.908813	425	FR	1	1	1	3	3	5	7	9	13	13	17	NA	20-028-01868-GER2106979	NC001357.1:104-581
37	37	2	21	40	35.578947	4.127358	19	FR	1	1	1	5	5	5	7	7	9	33	33	NA	20-028-01868-GER2106979	NC001357.1:5429-7136
25	25	0	19	39	24.946476	0.439081	9408	FR	1	1	1	1	1	1	1	1	3	3	9	NA	20-028-01868-GER2106979	NC001357.1:589-907
25	25	0	19	39	24.635894	0.760221	2003	FR	1	1	1	1	1	1	3	5	13	13	13	NA	20-028-01868-GER2106979	NC001357.1:913-2887
95	120	40	28	560	111.260174	66.352854	2190	FR	19	33	51	67	81	91	105	127	237	291	533	NA	20-028-01868-GER2106979	NC001526.4:1-1950
109	95	31	19	566	118.175479	59.158185	7496	FR	13	27	37	49	63	83	101	125	185	275	453	NA	20-028-01868-GER2106979	NC001526.4:1891-2989
91	95	31	22	767	99.864495	52.911721	5428	FR	11	25	39	49	63	73	85	105	151	251	439	NA	20-028-01868-GER2106979	NC001526.4:2985-3237
103	110	28	27	598	107.983924	53.225527	8946	FR	13	19	29	43	57	77	99	117	147	243	447	NA	20-028-01868-GER2106979	NC001526.4:4774-6292
94	91	32	21	814	109.670408	62.76222	14238	FR	11	25	39	51	65	81	99	119	219	297	515	NA	20-028-01868-GER2106979	NC001526.4:7124-7601
93	63	34	21	817	105.236148	58.853446	13690	FR	15	29	43	55	69	85	99	115	163	279	499	NA	20-028-01868-GER2106979	NC001526.4:7603-7900
26	26	2	19	155	25.265306	4.333857	67	FR	1	1	1	3	5	13	15	93	221	235	259	NA	20-028-01868-GER2106979	X74477.1:109-559
49.5	40	8.5	22	133	52.377358	20.549338	106	FR	3	9	11	13	17	19	23	25	55	119	163	NA	20-028-01868-GER2106979	X74477.1:5600-7109
43	43	12	24	125	54.666667	24.410124	33	FR	1	5	7	13	25	25	43	59	91	117	165	NA	20-028-01868-GER2106979	X74477.1:561-861
28	28	0	20	30	26.941176	2.331056	25	FR	1	1	1	1	1	3	3	3	9	11	17	NA	20-029-02713-GER2106929	J04353.1:107-557
33	33	1	24	34	31.5	3.834058	6	FR	1	1	1	3	3	3	5	5	19	19	19	NA	20-029-02713-GER2106929	J04353.1:5551-7066
25	25	0	25	27	25	0	9	FR	1	1	1	1	1	1	3	3	5	5	5	NA	20-029-02713-GER2106929	J04353.1:559-856
31	31	0.5	27	32	30.666667	1.861899	6	FR	1	1	1	1	1	3	3	3	9	9	9	NA	20-029-02713-GER2106929	M12732.1:108-558
26	21	2	21	34	25.206897	3.559487	29	FR	1	1	3	3	5	9	11	11	13	15	17	NA	20-029-02713-GER2106929	M12732.1:5593-7093
25	21	3	21	28	24.375	3.020761	8	FR	1	1	3	7	7	7	9	9	9	9	9	NA	20-029-02713-GER2106929	M12732.1:572-866
24	24	1	19	36	24.0625	2.763637	401	FR	1	1	3	3	3	3	7	9	11	11	15	NA	20-029-02713-GER2106929	NC001357.1:104-581
33	21	4	21	41	30.956522	7.56474	23	FR	1	1	9	9	9	15	23	25	25	25	25	NA	20-029-02713-GER2106929	NC001357.1:5429-7136
26	26	1	19	34	25.508887	1.62816	1069	FR	1	1	1	1	3	3	3	3	5	9	15	NA	20-029-02713-GER2106929	NC001357.1:589-907
25	25	0	21	34	24.729967	0.639	1112	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-029-02713-GER2106929	NC001357.1:913-2887
64	30	34	30	164	75.833333	54.392708	6	FR	61	61	61	69	69	69	79	79	201	201	201	NA	20-029-02713-GER2106929	NC001526.4:1-1950
20	19	1	19	154	21	2.804491	100	FR	1	3	3	3	3	3	5	13	19	83	263	NA	20-029-02713-GER2106929	NC001526.4:1891-2989
26	25	1	25	132	26.188406	2.191396	76	FR	1	3	3	3	3	3	3	3	21	91	213	NA	20-029-02713-GER2106929	NC001526.4:2985-3237
45	37	7	27	117	43.454545	8.562912	45	FR	7	9	9	13	15	17	17	23	31	37	145	NA	20-029-02713-GER2106929	NC001526.4:4774-6292
25	25	1	22	290	25.921739	1.611356	247	FR	1	1	1	1	3	3	5	7	9	39	261	NA	20-029-02713-GER2106929	NC001526.4:7124-7601
33	33	3	23	133	32.797753	5.772544	100	FR	1	1	3	5	7	9	17	19	63	123	197	NA	20-029-02713-GER2106929	NC001526.4:7603-7900
26	26	0	19	28	24.75	2.244877	26	FR	1	1	1	1	1	3	5	5	11	13	15	NA	20-029-02713-GER2106929	X74477.1:109-559
27	22	5	22	37	28.666667	7.637626	3	FR	1	1	1	11	11	11	21	21	21	21	21	NA	20-029-02713-GER2106929	X74477.1:5600-7109
27	24	3	24	51	32.25	12.816006	4	FR	7	7	7	7	7	7	7	49	49	49	49	NA	20-029-02713-GER2106929	X74477.1:561-861
28	28	0	23	30	26.933333	1.907379	19	FR	1	1	1	1	1	3	5	7	11	11	11	NA	20-035-01358-GER2110486	J04353.1:107-557
28	24	5	20	45	29.3125	7.427146	16	FR	9	9	9	11	11	11	13	15	29	35	35	NA	20-035-01358-GER2110486	J04353.1:5551-7066
25	25	0	24	28	24.9375	0.25	20	FR	1	1	1	1	1	1	1	3	5	5	7	NA	20-035-01358-GER2110486	J04353.1:559-856
31	31	1	27	39	30.9	3.446415	10	FR	1	1	1	1	3	3	7	9	9	17	17	NA	20-035-01358-GER2110486	M12732.1:108-558
23.5	21	2.5	20	32	24.307692	3.760524	26	FR	3	3	5	5	5	5	7	7	19	19	19	NA	20-035-01358-GER2110486	M12732.1:5593-7093
25	25	1.5	21	28	24.666667	2.42212	6	FR	1	1	1	3	3	5	7	7	9	9	9	NA	20-035-01358-GER2110486	M12732.1:572-866
24	24	1	20	32	24.42953	2.941071	298	FR	1	1	3	3	3	5	9	9	11	13	15	NA	20-035-01358-GER2110486	NC001357.1:104-581
34	33	1	21	37	32.26087	5.470727	23	FR	3	3	3	3	3	3	7	7	27	27	27	NA	20-035-01358-GER2110486	NC001357.1:5429-7136
26	26	1	19	34	25.464615	1.658747	650	FR	1	1	1	1	3	3	3	3	7	9	15	NA	20-035-01358-GER2110486	NC001357.1:589-907
25	25	0	20	35	24.68662	0.760834	716	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-035-01358-GER2110486	NC001357.1:913-2887
94	91	41	28	468	106.374245	60.05623	497	FR	11	29	53	71	83	99	109	129	163	225	381	NA	20-035-01358-GER2110486	NC001526.4:1-1950
115	151	35	19	636	118.577516	56.626669	3312	FR	13	27	41	53	71	85	99	123	157	223	407	NA	20-035-01358-GER2110486	NC001526.4:1891-2989
102	59	32	21	558	105.73165	50.529684	2540	FR	15	27	41	55	65	81	91	115	135	189	391	NA	20-035-01358-GER2110486	NC001526.4:2985-3237
107	120	35	20	619	106.740117	52.829385	4282	FR	15	25	35	49	71	91	107	123	139	161	407	NA	20-035-01358-GER2110486	NC001526.4:4774-6292
92	25	34	20	582	102.155793	55.861348	3286	FR	11	23	35	53	69	83	101	119	151	241	423	NA	20-035-01358-GER2110486	NC001526.4:7124-7601
94	39	37	21	695	103.353549	53.94741	2906	FR	19	31	45	55	75	91	107	117	143	229	381	NA	20-035-01358-GER2110486	NC001526.4:7603-7900
26	26	0	20	27	25.428571	1.650841	15	FR	1	1	1	1	1	1	1	1	5	13	13	NA	20-035-01358-GER2110486	X74477.1:109-559
53	55	3	35	59	50.151899	6.399296	79	FR	3	5	5	5	7	11	13	19	27	31	37	NA	20-035-01358-GER2110486	X74477.1:5600-7109
31	31	7	24	61	37	12.992305	11	FR	1	1	1	1	15	15	15	29	59	61	61	NA	20-035-01358-GER2110486	X74477.1:561-861
27	23	2	23	30	26.266667	2.631313	15	FR	1	1	3	5	5	7	7	9	9	9	9	NA	20-036-01568-GER2110331	J04353.1:107-557
24	24	0.5	23	33	23.666667	0.57735	4	FR	1	1	1	1	1	3	3	19	19	19	19	NA	20-036-01568-GER2110331	J04353.1:5551-7066
25	25	1.5	21	27	24.333333	2.059715	12	FR	1	1	1	1	3	5	7	7	7	9	9	NA	20-036-01568-GER2110331	J04353.1:559-856
31	31	0	31	31	31	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-036-01568-GER2110331	M12732.1:108-558
27	21	6	20	35	26.176471	4.876414	17	FR	1	1	3	3	13	13	13	13	15	17	17	NA	20-036-01568-GER2110331	M12732.1:5593-7093
23	21	2	21	25	23	2.309401	4	FR	5	5	5	5	5	5	5	5	5	5	5	NA	20-036-01568-GER2110331	M12732.1:572-866
23	23	2	19	32	23.75	3.019059	232	FR	1	1	3	3	5	7	7	7	13	15	15	NA	20-036-01568-GER2110331	NC001357.1:104-581
27.5	21	6.5	21	38	28.4	7.574812	10	FR	11	11	13	13	13	13	13	17	23	23	23	NA	20-036-01568-GER2110331	NC001357.1:5429-7136
25.5	25	0.5	19	38	25.409465	1.592195	498	FR	1	1	1	1	3	3	3	5	7	11	19	NA	20-036-01568-GER2110331	NC001357.1:589-907
25	25	0	20	37	24.6673	0.712845	693	FR	1	1	1	1	1	3	3	5	13	13	13	NA	20-036-01568-GER2110331	NC001357.1:913-2887
37	28	9	28	66	43.666667	19.857828	3	FR	1	1	1	19	19	19	59	59	59	59	59	NA	20-036-01568-GER2110331	NC001526.4:1-1950
22	22	2	19	109	22.5	2.828427	34	FR	1	1	3	5	5	7	7	9	13	123	175	NA	20-036-01568-GER2110331	NC001526.4:1891-2989
26	25	1	21	74	26.181818	2.593699	24	FR	1	3	3	3	3	3	3	3	21	23	97	NA	20-036-01568-GER2110331	NC001526.4:2985-3237
49	49	1	32	113	45.952381	5.454138	25	FR	1	1	1	3	3	9	23	25	25	35	129	NA	20-036-01568-GER2110331	NC001526.4:4774-6292
25.5	25	0.5	21	156	25.846774	1.70625	132	FR	1	1	1	1	3	3	5	7	9	19	257	NA	20-036-01568-GER2110331	NC001526.4:7124-7601
33	33	2	22	153	32.142857	4.054608	81	FR	1	1	1	3	5	7	9	11	19	23	241	NA	20-036-01568-GER2110331	NC001526.4:7603-7900
26	26	0	20	28	25.538462	1.664101	15	FR	1	1	1	1	1	1	1	1	5	13	13	NA	20-036-01568-GER2110331	X74477.1:109-559
22	22	0	22	36	22	0	5	FR	1	1	1	1	1	1	11	11	29	29	29	NA	20-036-01568-GER2110331	X74477.1:5600-7109
24	24	0	24	24	24	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-036-01568-GER2110331	X74477.1:561-861
28	28	1	23	29	26.923077	1.846688	13	FR	1	1	1	3	3	3	7	7	7	11	11	NA	20-038-01317-GER2106950	J04353.1:107-557
24	24	0	22	37	23.75	0.707107	10	FR	1	1	1	1	1	1	1	5	19	27	27	NA	20-038-01317-GER2106950	J04353.1:5551-7066
25	25	0	21	27	24.428571	1.283881	21	FR	1	1	1	1	1	3	3	3	5	7	9	NA	20-038-01317-GER2106950	J04353.1:559-856
31	31	0	31	38	31	0	3	FR	1	1	1	1	1	1	15	15	15	15	15	NA	20-038-01317-GER2106950	M12732.1:108-558
26.5	27	0.5	21	34	25.461538	2.066212	14	FR	1	1	3	3	3	3	5	9	11	17	17	NA	20-038-01317-GER2106950	M12732.1:5593-7093
25	25	0	25	25	25	0	4	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-038-01317-GER2106950	M12732.1:572-866
23.5	23	0.5	19	36	23.084112	1.851894	246	FR	1	1	3	3	3	5	7	7	13	13	19	NA	20-038-01317-GER2106950	NC001357.1:104-581
37	21	4	21	46	33.538462	9.170745	13	FR	1	1	1	5	9	13	33	33	33	33	33	NA	20-038-01317-GER2106950	NC001357.1:5429-7136
26	26	1	19	34	25.41791	1.775423	536	FR	1	1	1	1	3	3	3	3	7	9	15	NA	20-038-01317-GER2106950	NC001357.1:589-907
25	25	0	21	39	24.674797	0.757168	459	FR	1	1	1	1	1	1	3	3	5	9	19	NA	20-038-01317-GER2106950	NC001357.1:913-2887
28	28	0	28	28	28	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-038-01317-GER2106950	NC001526.4:1-1950
20	19	1	19	46	22.018868	3.207507	54	FR	1	1	3	3	3	5	11	13	15	15	53	NA	20-038-01317-GER2106950	NC001526.4:1891-2989
25	25	0	21	47	24.638889	1.12511	62	FR	1	1	1	1	1	3	5	5	9	21	45	NA	20-038-01317-GER2106950	NC001526.4:2985-3237
48.5	37	3.5	32	124	45.487179	6.935309	40	FR	1	3	3	5	7	11	23	23	25	27	153	NA	20-038-01317-GER2106950	NC001526.4:4774-6292
25	25	0	22	75	24.859649	0.62226	203	FR	1	1	1	1	1	3	3	7	9	9	17	NA	20-038-01317-GER2106950	NC001526.4:7124-7601
33	33	2	23	41	31.24	4.2067	50	FR	1	1	1	5	5	7	7	13	19	19	21	NA	20-038-01317-GER2106950	NC001526.4:7603-7900
26	26	0	24	27	25.75	0.707107	10	FR	1	1	1	1	1	1	1	3	3	5	5	NA	20-038-01317-GER2106950	X74477.1:109-559
29	29	0	29	29	29	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-038-01317-GER2106950	X74477.1:5600-7109
24	24	0	24	25	24	0	4	FR	1	1	1	1	1	1	1	3	3	3	3	NA	20-038-01317-GER2106950	X74477.1:561-861
27	28	2	22	34	26.307692	3.376009	13	FR	3	3	3	5	5	7	9	9	11	15	15	NA	20-038-03271-GER2110333	J04353.1:107-557
24	24	0	24	24	24	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-038-03271-GER2110333	J04353.1:5551-7066
25	25	0	25	28	25	0	9	FR	1	1	1	1	1	1	1	5	7	7	7	NA	20-038-03271-GER2110333	J04353.1:559-856
32	32	0	31	32	31.75	0.5	4	FR	1	1	1	1	1	1	1	3	3	3	3	NA	20-038-03271-GER2110333	M12732.1:108-558
26.5	21	2	21	32	26.4	3.806427	10	FR	1	1	3	3	5	5	11	11	13	13	13	NA	20-038-03271-GER2110333	M12732.1:5593-7093
25	25	0	25	26	25	0	12	FR	1	1	1	1	1	1	1	1	3	3	3	NA	20-038-03271-GER2110333	M12732.1:572-866
23	23	1	20	31	23.55303	2.56016	132	FR	1	1	1	3	3	5	7	7	11	13	15	NA	20-038-03271-GER2110333	NC001357.1:104-581
33	37	4	21	37	30.142857	6.859661	14	FR	1	3	5	9	9	9	21	25	25	25	25	NA	20-038-03271-GER2110333	NC001357.1:5429-7136
25	25	1	19	34	25.418462	1.54669	325	FR	1	1	1	1	3	3	3	3	5	9	13	NA	20-038-03271-GER2110333	NC001357.1:589-907
25	25	0	20	35	24.696296	0.703407	356	FR	1	1	1	1	1	1	3	5	13	13	13	NA	20-038-03271-GER2110333	NC001357.1:913-2887
34.5	34	0.5	34	120	34.333333	0.57735	4	FR	1	1	1	1	1	3	3	173	173	173	173	NA	20-038-03271-GER2110333	NC001526.4:1-1950
20	19	1	19	49	20.892857	2.572494	29	FR	1	1	3	3	3	3	3	13	13	13	59	NA	20-038-03271-GER2110333	NC001526.4:1891-2989
26	25	1	22	37	25.941176	2.102541	35	FR	1	3	3	3	3	3	3	3	9	19	23	NA	20-038-03271-GER2110333	NC001526.4:2985-3237
37	37	2	21	122	39.162162	6.776239	39	FR	1	1	1	1	5	11	23	25	25	47	171	NA	20-038-03271-GER2110333	NC001526.4:4774-6292
25	25	0	22	36	24.878049	0.556557	77	FR	1	1	1	1	1	3	5	7	9	11	23	NA	20-038-03271-GER2110333	NC001526.4:7124-7601
33	33	2	23	72	30.553571	4.58424	57	FR	1	1	1	3	5	7	9	19	19	21	79	NA	20-038-03271-GER2110333	NC001526.4:7603-7900
26	26	0	24	27	25.6	0.894427	7	FR	1	1	1	1	1	3	3	3	5	5	5	NA	20-038-03271-GER2110333	X74477.1:109-559
24	24	0	24	24	24	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-038-03271-GER2110333	X74477.1:561-861
25.5	23	2.5	23	29	25.8	2.525658	20	FR	3	3	5	5	5	7	7	7	9	9	9	NA	20-041-02216-GER2106952	J04353.1:107-557
50	23	4	23	54	42.555556	12.560962	9	FR	1	3	3	5	9	11	33	55	55	55	55	NA	20-041-02216-GER2106952	J04353.1:5551-7066
25	25	0	22	27	24.727273	0.904534	13	FR	1	1	1	1	1	1	1	5	5	7	7	NA	20-041-02216-GER2106952	J04353.1:559-856
31	24	2	24	33	29.333333	4.725816	3	FR	1	1	1	5	5	5	15	15	15	15	15	NA	20-041-02216-GER2106952	M12732.1:108-558
26	21	3	21	33	24.846154	3.738229	13	FR	1	1	3	7	7	9	11	11	11	15	15	NA	20-041-02216-GER2106952	M12732.1:5593-7093
25	25	1	21	27	24	2.44949	6	FR	1	1	1	1	1	5	9	9	9	9	9	NA	20-041-02216-GER2106952	M12732.1:572-866
23	23	1	20	36	23.57554	2.356276	280	FR	1	1	1	1	3	3	5	7	9	13	17	NA	20-041-02216-GER2106952	NC001357.1:104-581
21	21	0.5	20	33	21	0.57735	10	FR	1	1	1	1	1	3	3	25	25	25	25	NA	20-041-02216-GER2106952	NC001357.1:5429-7136
26	26	1	19	35	25.432387	1.595883	599	FR	1	1	1	1	3	3	3	3	5	9	15	NA	20-041-02216-GER2106952	NC001357.1:589-907
25	25	0	20	36	24.622727	0.765683	596	FR	1	1	1	1	1	3	3	5	7	13	13	NA	20-041-02216-GER2106952	NC001357.1:913-2887
36	28	6	28	78	41	18.793616	6	FR	5	5	5	9	9	17	17	17	85	85	85	NA	20-041-02216-GER2106952	NC001526.4:1-1950
83	19	43	19	236	80.802198	50.670252	182	FR	13	29	43	61	85	105	119	127	137	175	307	NA	20-041-02216-GER2106952	NC001526.4:1891-2989
47	25	22	24	236	60.601227	43.137956	163	FR	9	21	39	41	45	45	47	97	129	203	379	NA	20-041-02216-GER2106952	NC001526.4:2985-3237
69	49	27	27	239	83.820253	42.208157	395	FR	13	23	37	49	55	65	83	107	135	177	305	NA	20-041-02216-GER2106952	NC001526.4:4774-6292
68.5	25	42.5	22	331	78.51992	55.732633	502	FR	19	33	55	73	85	87	87	107	165	199	397	NA	20-041-02216-GER2106952	NC001526.4:7124-7601
83	33	38	23	331	93.508738	53.007024	515	FR	17	27	41	59	77	91	101	117	145	183	345	NA	20-041-02216-GER2106952	NC001526.4:7603-7900
26	26	0.5	20	27	25.5625	1.965324	16	FR	1	1	1	1	1	3	3	3	9	13	13	NA	20-041-02216-GER2106952	X74477.1:109-559
43	36	9.5	27	72	47.75	13.147877	16	FR	1	7	15	15	17	25	33	39	43	59	59	NA	20-041-02216-GER2106952	X74477.1:5600-7109
24.5	24	0.5	24	31	24.4	0.547723	6	FR	1	1	1	1	1	3	3	3	15	15	15	NA	20-041-02216-GER2106952	X74477.1:561-861
27	28	2	23	29	26.176471	2.35147	17	FR	3	3	3	5	5	5	7	7	9	9	9	NA	20-041-02604-GER2110325	J04353.1:107-557
33	23	2	23	35	30.333333	5.750362	6	FR	1	1	1	5	5	5	21	21	21	21	21	NA	20-041-02604-GER2110325	J04353.1:5551-7066
25	25	0	22	28	24.25	1.5	5	FR	1	1	1	1	1	1	7	7	7	7	7	NA	20-041-02604-GER2110325	J04353.1:559-856
31	31	0	31	32	31	0	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	20-041-02604-GER2110325	M12732.1:108-558
24	21	2.5	21	78	24.105263	3.298059	20	FR	1	1	5	5	5	7	7	7	7	21	109	NA	20-041-02604-GER2110325	M12732.1:5593-7093
26	26	0	26	26	26	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-041-02604-GER2110325	M12732.1:572-866
24	23	1	19	35	23.668	2.857699	252	FR	1	1	3	3	3	7	9	9	11	11	17	NA	20-041-02604-GER2110325	NC001357.1:104-581
33	33	1	23	34	31.777778	3.527668	9	FR	1	1	1	3	3	3	3	7	21	21	21	NA	20-041-02604-GER2110325	NC001357.1:5429-7136
