MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
33	21	9	21	42	29.263158	8.32561	19	FR	1	5	11	13	19	25	25	25	25	25	25	NA	20-280-01654-GER2110173	NC001357.1:5429-7136
26	26	1	19	34	25.513932	1.6763	969	FR	1	1	1	1	3	3	3	3	7	9	15	NA	20-280-01654-GER2110173	NC001357.1:589-907
25	25	0	21	39	24.751196	0.645934	775	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-280-01654-GER2110173	NC001357.1:913-2887
28	28	0	28	28	28	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-280-01654-GER2110173	NC001526.4:1-1950
20	19	1	19	30	21.712963	3.206451	108	FR	1	3	3	3	3	3	5	13	15	15	19	NA	20-280-01654-GER2110173	NC001526.4:1891-2989
25	25	0	21	37	24.625	1.070122	50	FR	1	1	1	1	1	3	3	5	7	25	25	NA	20-280-01654-GER2110173	NC001526.4:2985-3237
48	49	3	25	61	45.403226	7.810165	62	FR	3	3	5	7	7	9	23	23	27	33	47	NA	20-280-01654-GER2110173	NC001526.4:4774-6292
25	25	0	21	135	24.841121	0.660896	191	FR	1	1	1	1	1	3	3	7	9	9	195	NA	20-280-01654-GER2110173	NC001526.4:7124-7601
31	33	2	23	122	30.619718	4.124374	72	FR	3	3	5	5	5	7	13	13	15	17	183	NA	20-280-01654-GER2110173	NC001526.4:7603-7900
26	26	0	20	27	25.454545	1.809068	14	FR	1	1	1	1	1	1	1	3	3	13	13	NA	20-280-01654-GER2110173	X74477.1:109-559
25	25	2	22	38	26.6	6.503845	5	FR	1	1	1	1	5	5	7	7	27	27	27	NA	20-280-01654-GER2110173	X74477.1:5600-7109
24.5	24	0.5	24	25	24.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	20-280-01654-GER2110173	X74477.1:561-861
28	28	1	23	31	26.810811	2.355111	37	FR	1	1	1	3	3	7	7	9	11	11	11	NA	20-280-03572-GER2110172	J04353.1:107-557
28.5	23	5	23	35	28.625	5.527529	8	FR	9	9	11	11	11	11	11	13	15	15	15	NA	20-280-03572-GER2110172	J04353.1:5551-7066
25	25	0	21	28	24.428571	1.511858	9	FR	1	1	1	1	1	1	3	7	9	9	9	NA	20-280-03572-GER2110172	J04353.1:559-856
32	32	0	28	38	31.705882	0.985184	19	FR	1	1	1	1	1	1	1	3	9	13	13	NA	20-280-03572-GER2110172	M12732.1:108-558
27	26	2	21	38	28.111111	4.574725	18	FR	1	1	3	3	3	11	13	13	15	23	23	NA	20-280-03572-GER2110172	M12732.1:5593-7093
25	25	0	25	25	25	0	3	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-280-03572-GER2110172	M12732.1:572-866
23	23	1	19	36	23.869369	2.873826	223	FR	1	1	1	3	3	7	7	7	13	13	17	NA	20-280-03572-GER2110172	NC001357.1:104-581
34	37	3	20	41	31.647059	7.398827	17	FR	3	3	7	7	7	11	15	27	27	29	29	NA	20-280-03572-GER2110172	NC001357.1:5429-7136
26	26	1	19	34	25.47259	1.920707	529	FR	1	1	1	1	3	3	3	3	7	11	17	NA	20-280-03572-GER2110172	NC001357.1:589-907
25	25	0	20	35	24.632267	0.75148	940	FR	1	1	1	1	1	3	3	5	13	13	17	NA	20-280-03572-GER2110172	NC001357.1:913-2887
34	29	5	28	93	31.5	2.976095	9	FR	1	1	1	3	11	11	11	13	119	119	119	NA	20-280-03572-GER2110172	NC001526.4:1-1950
22	19	3	19	100	22.913793	4.477172	60	FR	3	5	7	7	7	7	9	11	11	25	157	NA	20-280-03572-GER2110172	NC001526.4:1891-2989
26	25	1	23	100	26.328767	2.192505	79	FR	1	3	3	3	3	3	3	3	19	23	149	NA	20-280-03572-GER2110172	NC001526.4:2985-3237
45	37	8	27	73	43.935065	9.237136	77	FR	1	9	9	11	17	17	17	25	31	33	57	NA	20-280-03572-GER2110172	NC001526.4:4774-6292
25	25	0	21	114	24.81746	0.685866	200	FR	1	1	1	1	1	3	3	5	7	9	127	NA	20-280-03572-GER2110172	NC001526.4:7124-7601
33	33	3	23	121	32.056738	5.499056	146	FR	1	1	1	5	7	7	9	15	19	21	107	NA	20-280-03572-GER2110172	NC001526.4:7603-7900
26	26	0	19	27	24.36	2.547548	28	FR	1	1	1	1	1	3	5	5	13	15	15	NA	20-280-03572-GER2110172	X74477.1:109-559
23	22	1	22	31	25.333333	4.932883	3	FR	1	1	1	3	3	3	17	17	17	17	17	NA	20-280-03572-GER2110172	X74477.1:5600-7109
25	25	0	25	32	25	0	3	FR	1	1	1	1	1	1	15	15	15	15	15	NA	20-280-03572-GER2110172	X74477.1:561-861
28	23	1	23	29	26.090909	2.662876	11	FR	1	1	1	3	3	7	11	11	11	11	11	NA	20-282-03813-GER2213096	J04353.1:107-557
33	33	11.5	19	46	31.75	10.633505	8	FR	1	1	3	21	21	27	27	27	29	29	29	NA	20-282-03813-GER2213096	J04353.1:5551-7066
25	25	0	25	26	25	0	4	FR	1	1	1	1	1	1	1	3	3	3	3	NA	20-282-03813-GER2213096	J04353.1:559-856
34	32	1	32	35	33.666667	1.527525	3	FR	1	1	1	3	3	3	5	5	5	5	5	NA	20-282-03813-GER2213096	M12732.1:108-558
25	21	4	21	33	25.8	4.894441	10	FR	3	3	3	7	9	9	9	15	15	17	17	NA	20-282-03813-GER2213096	M12732.1:5593-7093
26.5	25	1.5	25	28	26.5	2.12132	2	FR	3	3	3	3	3	5	5	5	5	5	5	NA	20-282-03813-GER2213096	M12732.1:572-866
23	23	1	19	39	23.594118	2.672448	171	FR	1	1	1	3	3	3	7	7	13	13	17	NA	20-282-03813-GER2213096	NC001357.1:104-581
37	37	0	20	37	32.769231	6.966035	13	FR	1	1	1	1	1	3	7	33	33	35	35	NA	20-282-03813-GER2213096	NC001357.1:5429-7136
26	26	1	19	34	25.490909	1.752293	440	FR	1	1	1	1	3	3	3	3	5	9	15	NA	20-282-03813-GER2213096	NC001357.1:589-907
25	25	0	20	34	24.686901	0.749607	389	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-282-03813-GER2213096	NC001357.1:913-2887
90	54	36	29	695	100.374507	49.80449	764	FR	15	29	43	61	73	79	93	109	171	209	325	NA	20-282-03813-GER2213096	NC001526.4:1-1950
108	60	35	19	2615	112.9852	55.96713	2029	FR	17	27	41	53	71	85	99	115	153	231	381	NA	20-282-03813-GER2213096	NC001526.4:1891-2989
94.5	71	27.5	22	476	99.226006	48.038179	648	FR	9	25	35	45	55	71	81	109	139	229	377	NA	20-282-03813-GER2213096	NC001526.4:2985-3237
110	111	25	31	564	108.629751	46.010676	3379	FR	5	15	29	37	51	73	91	115	137	151	365	NA	20-282-03813-GER2213096	NC001526.4:4774-6292
95	54	30	21	483	104.286973	52.361635	4890	FR	11	23	35	49	61	77	91	109	141	227	403	NA	20-282-03813-GER2213096	NC001526.4:7124-7601
98	85	32	22	503	105.192966	49.3419	4211	FR	13	27	39	51	65	81	97	111	125	163	387	NA	20-282-03813-GER2213096	NC001526.4:7603-7900
27	26	1	26	28	27	1	3	FR	1	1	1	3	3	3	3	3	3	3	3	NA	20-282-03813-GER2213096	X74477.1:109-559
47	53	7	22	61	46.073171	9.125213	41	FR	1	7	13	13	15	17	17	21	27	39	51	NA	20-282-03813-GER2213096	X74477.1:5600-7109
28.5	25	3.5	21	45	31	8.96023	8	FR	5	7	7	7	7	7	15	33	35	35	35	NA	20-282-03813-GER2213096	X74477.1:561-861
25	24	1	22	40	25.76	2.89079	26	FR	1	3	3	3	3	7	7	7	9	21	31	NA	20-287-01276-GER2106783	J04353.1:107-557
35	47	12	21	51	36.333333	11.672618	9	FR	1	3	21	23	25	25	25	29	33	33	33	NA	20-287-01276-GER2106783	J04353.1:5551-7066
25	25	0	22	27	24.692308	0.85485	17	FR	1	1	1	1	1	1	3	3	5	7	7	NA	20-287-01276-GER2106783	J04353.1:559-856
30	27	3	27	33	30	4.242641	2	FR	7	7	7	7	7	7	7	7	7	7	7	NA	20-287-01276-GER2106783	M12732.1:108-558
27	27	1	21	29	25.615385	2.433737	13	FR	1	1	1	1	3	3	7	7	13	13	13	NA	20-287-01276-GER2106783	M12732.1:5593-7093
25	25	0	25	28	25	0	3	FR	1	1	1	1	1	1	7	7	7	7	7	NA	20-287-01276-GER2106783	M12732.1:572-866
24	24	1	20	30	23.949091	2.518028	275	FR	1	1	1	3	3	3	5	9	11	11	13	NA	20-287-01276-GER2106783	NC001357.1:104-581
34	21	7	21	41	29.384615	8.139804	13	FR	1	1	7	9	15	25	27	27	27	27	27	NA	20-287-01276-GER2106783	NC001357.1:5429-7136
25.5	25	0.5	19	34	25.343548	1.65713	624	FR	1	1	1	1	3	3	3	3	7	9	13	NA	20-287-01276-GER2106783	NC001357.1:589-907
25	25	0	20	34	24.666667	0.783699	563	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-287-01276-GER2106783	NC001357.1:913-2887
91	104	31	29	301	93.904262	41.276313	4669	FR	11	25	37	53	63	77	89	101	117	149	225	NA	20-287-01276-GER2106783	NC001526.4:1-1950
113	151	28	19	321	109.542192	39.007468	13569	FR	13	25	37	45	57	75	85	101	127	147	187	NA	20-287-01276-GER2106783	NC001526.4:1891-2989
92	50	30	20	292	93.826061	37.636926	8503	FR	13	27	39	49	61	71	83	97	115	135	173	NA	20-287-01276-GER2106783	NC001526.4:2985-3237
90.5	101	28.5	21	275	90.067308	40.918642	104	FR	11	23	31	41	55	71	91	105	123	135	177	NA	20-287-01276-GER2106783	NC001526.4:3372-4794
102	111	29	28	472	99.709333	38.585909	17800	FR	13	19	31	45	59	73	87	103	121	129	159	NA	20-287-01276-GER2106783	NC001526.4:4774-6292
93	54	30	22	470	96.248365	40.274325	27833	FR	11	23	35	49	61	75	85	101	115	133	251	NA	20-287-01276-GER2106783	NC001526.4:7124-7601
95	54	30	22	400	98.234357	40.167033	25301	FR	13	25	35	49	61	75	89	105	117	131	239	NA	20-287-01276-GER2106783	NC001526.4:7603-7900
26	26	0	21	27	25.090909	1.700267	15	FR	1	1	1	1	1	3	3	3	7	11	11	NA	20-287-01276-GER2106783	X74477.1:109-559
51	56	5	22	67	49.22409	7.330112	357	FR	5	7	9	9	11	13	17	23	23	29	33	NA	20-287-01276-GER2106783	X74477.1:5600-7109
31	31	5.5	24	43	32.863636	5.514444	22	FR	1	1	1	1	11	15	15	15	17	21	25	NA	20-287-01276-GER2106783	X74477.1:561-861
28	28	2	23	30	26.75	2.490893	12	FR	1	1	1	1	5	5	7	9	11	11	11	NA	20-287-01323-GER2110411	J04353.1:107-557
32	24	2.5	23	35	29.625	5.069164	8	FR	3	3	3	5	5	7	17	17	19	19	19	NA	20-287-01323-GER2110411	J04353.1:5551-7066
25	25	0	22	26	24.5	1.091928	20	FR	1	1	1	1	1	3	3	3	3	7	7	NA	20-287-01323-GER2110411	J04353.1:559-856
31.5	26	2.5	26	36	30.5	3.885872	6	FR	1	3	3	3	3	11	11	11	11	11	11	NA	20-287-01323-GER2110411	M12732.1:108-558
24	21	3	21	33	24.954545	3.722228	22	FR	1	1	5	5	7	7	7	7	17	17	19	NA	20-287-01323-GER2110411	M12732.1:5593-7093
25.5	21	2	21	29	25.25	3.304038	4	FR	1	1	3	3	3	9	9	9	9	9	9	NA	20-287-01323-GER2110411	M12732.1:572-866
24	23	1	20	31	23.800562	2.443064	356	FR	1	1	3	3	3	5	5	9	9	11	15	NA	20-287-01323-GER2110411	NC001357.1:104-581
37	37	1	21	38	34.4	5.146736	10	FR	1	1	1	1	3	3	9	9	9	33	33	NA	20-287-01323-GER2110411	NC001357.1:5429-7136
26	26	1	19	39	25.527406	1.960784	822	FR	1	1	1	1	3	3	3	3	7	11	15	NA	20-287-01323-GER2110411	NC001357.1:589-907
25	25	0	20	34	24.642405	0.783328	789	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-287-01323-GER2110411	NC001357.1:913-2887
32	28	4	28	40	32.6	5.07937	5	FR	1	1	7	7	9	9	9	9	17	17	17	NA	20-287-01323-GER2110411	NC001526.4:1-1950
21	19	2	19	135	22.425287	3.395045	93	FR	1	3	5	5	5	7	11	13	13	105	229	NA	20-287-01323-GER2110411	NC001526.4:1891-2989
25	25	1	20	99	25.809524	1.990687	47	FR	1	1	1	1	3	3	5	5	25	129	149	NA	20-287-01323-GER2110411	NC001526.4:2985-3237
45	45	5	20	88	44.25	9.948384	60	FR	1	3	7	9	11	15	17	17	33	37	87	NA	20-287-01323-GER2110411	NC001526.4:4774-6292
25	25	0	21	199	24.846154	0.650157	189	FR	1	1	1	1	1	3	3	5	9	19	281	NA	20-287-01323-GER2110411	NC001526.4:7124-7601
33	33	2	21	199	31.836957	4.098451	97	FR	1	1	3	5	5	7	9	17	19	61	333	NA	20-287-01323-GER2110411	NC001526.4:7603-7900
26	26	0	20	26	24.733333	2.086236	15	FR	1	1	1	1	1	1	5	5	13	13	13	NA	20-287-01323-GER2110411	X74477.1:109-559
25	25	0	25	25	25	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-287-01323-GER2110411	X74477.1:5600-7109
73	29	44	29	117	73	62.225397	2	FR	89	89	89	89	89	89	89	89	89	89	89	NA	20-287-01323-GER2110411	X74477.1:561-861
28	28	0.5	23	30	26.961538	2.235724	26	FR	1	1	1	1	1	3	5	9	11	11	11	NA	20-287-02434-GER2110397	J04353.1:107-557
30	24	6	23	36	28.866667	5.356794	15	FR	3	7	9	9	13	13	13	13	15	15	15	NA	20-287-02434-GER2110397	J04353.1:5551-7066
25	25	0	22	30	24.714286	0.82542	23	FR	1	1	1	1	1	3	3	3	5	7	11	NA	20-287-02434-GER2110397	J04353.1:559-856
29	31	2	26	31	28.75	2.629956	4	FR	5	5	5	5	5	5	5	7	7	7	7	NA	20-287-02434-GER2110397	M12732.1:108-558
26	27	2.5	21	35	26.107143	4.219349	28	FR	3	3	3	5	5	11	11	13	13	17	19	NA	20-287-02434-GER2110397	M12732.1:5593-7093
25	21	4	21	29	25	5.656854	2	FR	9	9	9	9	9	9	9	9	9	9	9	NA	20-287-02434-GER2110397	M12732.1:572-866
24	23	1	19	31	23.825175	2.836639	286	FR	1	1	3	3	3	5	9	9	11	11	13	NA	20-287-02434-GER2110397	NC001357.1:104-581
33	33	2	21	37	29.6	6.298148	25	FR	1	1	1	3	5	9	21	25	25	25	25	NA	20-287-02434-GER2110397	NC001357.1:5429-7136
26	26	1	19	35	25.440449	2.019986	445	FR	1	1	1	3	3	3	3	3	7	11	17	NA	20-287-02434-GER2110397	NC001357.1:589-907
25	25	0	22	36	24.598854	0.746331	442	FR	1	1	1	1	1	3	3	5	5	13	13	NA	20-287-02434-GER2110397	NC001357.1:913-2887
68	101	33	28	218	91.934783	57.756347	46	FR	3	33	49	61	67	67	103	105	301	301	301	NA	20-287-02434-GER2110397	NC001526.4:1-1950
22	27	3	19	88	23.3875	4.318033	81	FR	1	3	5	7	7	9	9	11	11	13	133	NA	20-287-02434-GER2110397	NC001526.4:1891-2989
26	25	1	25	39	26.452381	2.210864	45	FR	1	3	3	3	3	3	3	3	19	23	27	NA	20-287-02434-GER2110397	NC001526.4:2985-3237
79.5	49	31.5	32	178	81.315789	36.86232	304	FR	21	35	53	59	65	71	77	85	95	135	187	NA	20-287-02434-GER2110397	NC001526.4:4774-6292
68	25	31	21	258	68.821839	37.782447	522	FR	9	21	31	47	63	81	87	87	109	133	175	NA	20-287-02434-GER2110397	NC001526.4:7124-7601
83	33	31	21	305	87.072566	47.013391	565	FR	11	23	33	47	63	77	93	101	125	153	323	NA	20-287-02434-GER2110397	NC001526.4:7603-7900
26	27	1	20	28	25.277778	2.295919	18	FR	1	1	3	3	3	3	5	5	11	13	13	NA	20-287-02434-GER2110397	X74477.1:109-559
40	40	9	22	193	41.75	10.687108	9	FR	1	1	1	11	19	27	31	37	307	307	307	NA	20-287-02434-GER2110397	X74477.1:5600-7109
24	24	0	24	31	24	0	3	FR	1	1	1	1	1	1	15	15	15	15	15	NA	20-287-02434-GER2110397	X74477.1:561-861
28	28	0	23	35	27.052632	1.715086	26	FR	1	1	1	1	1	3	3	5	9	11	15	NA	20-288-03825-GER2110408	J04353.1:107-557
33	33	4	23	37	29.571429	5.711309	7	FR	1	1	1	1	9	19	19	19	21	21	21	NA	20-288-03825-GER2110408	J04353.1:5551-7066
25	25	0	25	27	25	0	17	FR	1	1	1	1	1	1	1	3	5	5	5	NA	20-288-03825-GER2110408	J04353.1:559-856
32	32	1	27	36	30.928571	2.867974	14	FR	1	1	1	3	3	5	9	11	11	11	11	NA	20-288-03825-GER2110408	M12732.1:108-558
26	27	1	21	29	24.941176	2.585309	17	FR	1	1	3	3	3	5	5	11	11	11	11	NA	20-288-03825-GER2110408	M12732.1:5593-7093
25	25	0	25	26	25	0	7	FR	1	1	1	1	1	1	1	1	3	3	3	NA	20-288-03825-GER2110408	M12732.1:572-866
24	24	1	20	31	23.697917	2.560758	192	FR	1	1	1	3	3	5	7	9	9	11	15	NA	20-288-03825-GER2110408	NC001357.1:104-581
37	21	4	21	44	32.111111	8.795517	9	FR	1	1	1	3	9	15	33	33	33	33	33	NA	20-288-03825-GER2110408	NC001357.1:5429-7136
26	26	1	19	33	25.502304	1.689868	434	FR	1	1	1	1	3	3	3	3	7	9	15	NA	20-288-03825-GER2110408	NC001357.1:589-907
25	25	0	20	35	24.721408	0.660957	430	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-288-03825-GER2110408	NC001357.1:913-2887
46.5	28	8	28	120	57.5	31.468805	8	FR	1	3	5	9	9	25	37	91	149	149	149	NA	20-288-03825-GER2110408	NC001526.4:1-1950
21	19	2	19	150	21.444444	3.690008	58	FR	3	3	3	5	5	5	11	53	159	203	259	NA	20-288-03825-GER2110408	NC001526.4:1891-2989
26	25	1	20	132	25.848485	2.10671	73	FR	1	1	3	3	3	3	3	5	19	101	213	NA	20-288-03825-GER2110408	NC001526.4:2985-3237
45	49	6	32	124	44.8125	8.645885	51	FR	7	9	9	11	13	15	17	17	27	143	159	NA	20-288-03825-GER2110408	NC001526.4:4774-6292
26	25	1	21	410	25.773006	1.508415	180	FR	1	1	3	3	3	3	3	5	11	81	225	NA	20-288-03825-GER2110408	NC001526.4:7124-7601
33	33	3	21	138	32.810811	7.429441	89	FR	1	1	3	5	7	13	19	41	113	131	211	NA	20-288-03825-GER2110408	NC001526.4:7603-7900
26	26	0	21	26	25.142857	1.864454	7	FR	1	1	1	1	1	1	1	3	11	11	11	NA	20-288-03825-GER2110408	X74477.1:109-559
25	23	2	23	27	25	2.828427	2	FR	5	5	5	5	5	5	5	5	5	5	5	NA	20-288-03825-GER2110408	X74477.1:5600-7109
25	24	1	24	26	25	1.414214	2	FR	3	3	3	3	3	3	3	3	3	3	3	NA	20-288-03825-GER2110408	X74477.1:561-861
27.5	28	0.5	24	28	26.75	1.892969	4	FR	1	1	3	3	3	3	3	7	7	7	7	NA	20-290-02432-GER2213073	J04353.1:107-557
28	23	5	23	33	28	7.071068	2	FR	11	11	11	11	11	11	11	11	11	11	11	NA	20-290-02432-GER2213073	J04353.1:5551-7066
25	25	0	25	27	25	0	6	FR	1	1	1	1	1	1	3	3	5	5	5	NA	20-290-02432-GER2213073	J04353.1:559-856
32	32	0	31	32	31.75	0.5	4	FR	1	1	1	1	1	1	1	3	3	3	3	NA	20-290-02432-GER2213073	M12732.1:108-558
26	26	2	21	33	25.571429	3.952094	7	FR	1	1	3	3	5	9	9	11	15	15	15	NA	20-290-02432-GER2213073	M12732.1:5593-7093
21	21	0	21	21	21	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-290-02432-GER2213073	M12732.1:572-866
23	20	1	20	30	23.229508	2.512591	61	FR	1	1	3	3	3	7	7	7	7	11	15	NA	20-290-02432-GER2213073	NC001357.1:104-581
37	37	0	33	37	35.666667	2.309401	3	FR	1	1	1	1	1	1	9	9	9	9	9	NA	20-290-02432-GER2213073	NC001357.1:5429-7136
26	25	1	19	34	25.619403	2.087538	134	FR	1	1	1	3	3	3	3	5	7	11	17	NA	20-290-02432-GER2213073	NC001357.1:589-907
25	25	0	22	31	24.69697	0.691856	117	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-290-02432-GER2213073	NC001357.1:913-2887
31	28	3	28	34	31	4.242641	2	FR	7	7	7	7	7	7	7	7	7	7	7	NA	20-290-02432-GER2213073	NC001526.4:1-1950
20	19	1	19	28	21.8	3.707136	15	FR	1	1	3	3	3	3	13	13	15	17	17	NA	20-290-02432-GER2213073	NC001526.4:1891-2989
26	25	1	22	35	26.666667	2.987152	27	FR	1	3	3	3	3	3	3	7	11	19	19	NA	20-290-02432-GER2213073	NC001526.4:2985-3237
45	37	5	27	60	43.388889	7.993666	18	FR	1	3	9	9	9	15	17	17	31	37	37	NA	20-290-02432-GER2213073	NC001526.4:4774-6292
25	25	0	21	28	24.658537	0.990196	54	FR	1	1	1	1	1	1	3	3	5	7	9	NA	20-290-02432-GER2213073	NC001526.4:7124-7601
33	33	2	21	41	30.837838	4.798805	37	FR	1	1	1	3	5	7	9	19	19	21	25	NA	20-290-02432-GER2213073	NC001526.4:7603-7900
26	26	0	22	26	25.2	1.788854	5	FR	1	1	1	1	1	1	1	1	9	9	9	NA	20-290-02432-GER2213073	X74477.1:109-559
22	22	0	22	22	22	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-290-02432-GER2213073	X74477.1:5600-7109
25	25	0	25	25	25	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-290-02432-GER2213073	X74477.1:561-861
26	23	3	23	31	26.258065	2.932209	31	FR	3	5	5	5	7	7	7	7	9	11	11	NA	20-293-02367-GER2110341	J04353.1:107-557
31	24	3	23	34	28.909091	4.968995	11	FR	5	5	7	7	7	15	15	15	15	17	17	NA	20-293-02367-GER2110341	J04353.1:5551-7066
25	25	0	25	27	25	0	7	FR	1	1	1	1	1	3	3	3	5	5	5	NA	20-293-02367-GER2110341	J04353.1:559-856
32	32	0	31	32	31.666667	0.516398	6	FR	1	1	1	1	1	1	3	3	3	3	3	NA	20-293-02367-GER2110341	M12732.1:108-558
26.5	26	3	21	35	27.111111	4.213269	18	FR	1	1	3	5	5	9	11	13	15	19	19	NA	20-293-02367-GER2110341	M12732.1:5593-7093
26.5	25	1.5	25	28	26.5	2.12132	2	FR	3	3	3	3	3	5	5	5	5	5	5	NA	20-293-02367-GER2110341	M12732.1:572-866
23	23	1	20	32	23.841509	2.91375	265	FR	1	1	3	3	3	7	7	7	13	13	19	NA	20-293-02367-GER2110341	NC001357.1:104-581
33	21	5.5	21	39	30	7.980746	14	FR	1	9	9	11	11	21	25	25	25	25	25	NA	20-293-02367-GER2110341	NC001357.1:5429-7136
26	26	1	19	35	25.593668	1.83495	758	FR	1	1	1	1	3	3	3	3	7	9	17	NA	20-293-02367-GER2110341	NC001357.1:589-907
25	25	0	20	35	24.669872	0.743072	763	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-293-02367-GER2110341	NC001357.1:913-2887
36	28	8	28	149	50.916667	29.895145	13	FR	15	17	17	17	17	39	73	135	139	227	227	NA	20-293-02367-GER2110341	NC001526.4:1-1950
21	19	2	19	175	21.346939	2.982945	61	FR	3	3	5	5	5	5	11	17	139	157	309	NA	20-293-02367-GER2110341	NC001526.4:1891-2989
27	25	2	19	175	27.758621	5.692446	38	FR	1	3	3	5	5	9	21	97	133	171	297	NA	20-293-02367-GER2110341	NC001526.4:2985-3237
45	37	8	25	125	52.52	25.521691	50	FR	9	11	15	17	17	21	27	37	107	143	161	NA	20-293-02367-GER2110341	NC001526.4:4774-6292
26	25	1	21	165	25.953488	1.947998	151	FR	1	3	3	3	3	3	5	9	77	139	209	NA	20-293-02367-GER2110341	NC001526.4:7124-7601
33	33	3	21	144	33.495413	7.353034	115	FR	1	1	3	5	7	7	13	19	35	63	177	NA	20-293-02367-GER2110341	NC001526.4:7603-7900
26	26	0	19	27	25.214286	1.928673	17	FR	1	1	1	1	1	1	3	3	5	15	15	NA	20-293-02367-GER2110341	X74477.1:109-559
24.5	22	2	22	36	26.75	6.396614	4	FR	3	3	5	5	5	5	5	25	25	25	25	NA	20-293-02367-GER2110341	X74477.1:5600-7109
24	24	0	24	24	24	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-293-02367-GER2110341	X74477.1:561-861
28	28	2	22	34	27.428571	3.735289	7	FR	1	1	3	3	5	7	7	13	13	13	13	NA	20-293-02575-GER2110407	J04353.1:107-557
33.5	33	0.5	33	35	33.75	0.957427	4	FR	1	1	1	1	1	3	3	5	5	5	5	NA	20-293-02575-GER2110407	J04353.1:5551-7066
25	25	0	22	28	24.636364	0.924416	15	FR	1	1	1	1	1	1	3	3	7	7	7	NA	20-293-02575-GER2110407	J04353.1:559-856
31.5	31	0.5	31	32	31.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	20-293-02575-GER2110407	M12732.1:108-558
34	32	2	32	36	34	2.828427	2	FR	5	5	5	5	5	5	5	5	5	5	5	NA	20-293-02575-GER2110407	M12732.1:5593-7093
25	25	0	21	25	24	2	4	FR	1	1	1	1	1	1	1	9	9	9	9	NA	20-293-02575-GER2110407	M12732.1:572-866
23	23	1	20	29	22.28125	2.17366	32	FR	1	1	1	1	3	7	7	7	7	9	13	NA	20-293-02575-GER2110407	NC001357.1:104-581
33.5	21	3.5	21	39	30.916667	7.166314	12	FR	1	3	7	7	9	13	23	23	25	25	25	NA	20-293-02575-GER2110407	NC001357.1:5429-7136
25	25	1	21	33	24.420455	2.272887	88	FR	1	1	3	3	3	5	5	7	9	9	17	NA	20-293-02575-GER2110407	NC001357.1:589-907
25	25	1	20	35	25.547619	2.487838	168	FR	1	1	1	1	3	3	3	5	13	13	13	NA	20-293-02575-GER2110407	NC001357.1:913-2887
34	34	0	28	34	32	3.464102	3	FR	1	1	1	1	1	1	13	13	13	13	13	NA	20-293-02575-GER2110407	NC001526.4:1-1950
26	26	2	19	62	24.625	3.865258	25	FR	1	1	3	3	5	5	13	15	15	15	73	NA	20-293-02575-GER2110407	NC001526.4:1891-2989
27	25	1.5	25	198	27.372093	3.552486	44	FR	1	1	1	3	3	5	5	5	21	21	343	NA	20-293-02575-GER2110407	NC001526.4:2985-3237
49	49	8	37	58	45.307692	7.215546	13	FR	1	1	1	9	17	19	21	25	25	25	25	NA	20-293-02575-GER2110407	NC001526.4:4774-6292
25	25	1	24	91	26.114286	2.336053	38	FR	1	1	1	1	3	3	3	5	19	87	133	NA	20-293-02575-GER2110407	NC001526.4:7124-7601
33	24	8.5	24	68	35.642857	13.217745	14	FR	1	1	9	9	17	19	19	25	49	71	71	NA	20-293-02575-GER2110407	NC001526.4:7603-7900
26	26	0	26	26	26	0	5	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-293-02575-GER2110407	X74477.1:109-559
27	27	0	27	27	27	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-293-02575-GER2110407	X74477.1:5600-7109
24	24	0	19	24	23	2.236068	5	FR	1	1	1	1	1	1	1	1	11	11	11	NA	20-293-02575-GER2110407	X74477.1:561-861
